customer_id,first_name,last_name,email,phone_number,gender,age,registration_date,city,state,country,yearly_income,no_of_children
30ac5114_ursu2959202201,Ursula,Meyer,ursula.meyer10@gmail.com,4.99E+11,Other,21,1/31/2022,Munich,Hesse,Germany,48153.85,"Not Married"
30fa05ad_anja8325202309,Anjali,Sharma,anjali.sharma10@gmail.com,9.20E+11,Other,33,9/1/2023,Pune,Rajasthan,India,145242.21,"1 or More Children"
3128fd92_amel7043202211,Amelia,White,amelia.white11@gmail.com,12426517043,F,56,11/23/2022,Toronto,"Nova Scotia",Canada,77517.35,"0 Children"
31a0a07b_min.3152202305,Min,Ng,min.ng6@gmail.com,6551543152,M,57,5/29/2023,Singapore,Singapore,Singapore,61889.00,"1 or More Children"
31d5cdac_soph2419202311,Sophia,Garcia,sophia.garcia8@gmail.com,16331772419,F,28,11/17/2023,Dallas,"New York",USA,85991.42,"0 Children"
31d63baf_liam7550202211,Liam,Martin,liam.martin14@gmail.com,15148547550,M,28,11/19/2022,Montreal,Manitoba,Canada,23528.05,"Not Married"
31e4d700_jack1466202303,Jack,Jones,jack.jones8@gmail.com,6122371466,M,52,3/9/2023,Melbourne,Victoria,Australia,40514.53,"Not Married"
329ce16b_deep8120202306,Deepak,Rao,deepak.rao6@gmail.com,9.10E+11,M,18,6/17/2023,Bangalore,"Tamil Nadu",India,106743.50,"0 Children"
331d6dcc_mia.6176202211,Mia,Wilson,mia.wilson2@gmail.com,6151616176,Other,40,11/26/2022,Hobart,Victoria,Australia,40197.53,"0 Children"
33a526c7_oliv5452202301,Oliver,Johnson,oliver.johnson8@gmail.com,14429825452,F,52,1/22/2023,Vancouver,Alberta,Canada,69581.40,"1 or More Children"
340b7422_mich6721202204,Michael,Weber,michael.weber4@gmail.com,4.97E+11,Other,62,4/22/2022,Berlin,"Lower Saxony",Germany,45332.17,"Not Married"
3446ac21_andr6418202202,Andrea,Colombo,andrea.colombo2@gmail.com,3.92E+11,Other,44,2/17/2022,Rome,Emilia-Romagna,Italy,104595.91,"1 or More Children"
34aeb0de_jame7792202309,James,Jones,james.jones11@gmail.com,12240467792,Other,24,9/26/2023,Philadelphia,Ohio,USA,97353.90,"1 or More Children"
34d706e0_luca3521202204,Lucas,Smith,lucas.smith2@gmail.com,18184003521,M,26,4/27/2022,"Quebec City",Manitoba,Canada,49992.98,"Not Married"
3508f6dc_ren.6162202202,Ren,Watanabe,ren.watanabe6@gmail.com,8.19E+11,Other,40,2/22/2022,Kyoto,Aichi,Japan,121575.87,"0 Children"
3509c793_yuki4890202304,Yuki,Suzuki,yuki.suzuki5@gmail.com,8.17E+11,M,49,4/8/2023,Kobe,Kanagawa,Japan,107445.15,"Not Married"
35cf5366_rahi0772202305,Rahim,Ali,rahim.ali@gmail.com,8.80E+11,Other,35,5/30/2023,Rajshahi,Chittagong,Bangladesh,34012.48,"0 Children"
35f58c95_fati0439202212,Fatima,Hossain,fatima.hossain3@gmail.com,8.80E+11,Other,41,12/20/2022,Dhaka,Barisal,Bangladesh,20123.11,"Not Married"
364875bb_kait5536202209,Kaito,Yamamoto,kaito.yamamoto2@gmail.com,8.13E+11,Other,63,9/6/2022,Sapporo,Hiroshima,Japan,98907.15,"0 Children"
36a0cf1c_amit8434202304,Amit,Kumar,amit.kumar2@gmail.com,9.10E+11,F,29,4/20/2023,Delhi,Rajasthan,India,138168.18,"0 Children"
36b66b86_kama5509202205,Kamal,Bhuiyan,kamal.bhuiyan4@gmail.com,8.80E+11,F,43,5/18/2022,Barisal,Mymensingh,Bangladesh,137855.52,"1 or More Children"
3785afef_priy0211202203,Priya,Singh,priya.singh16@gmail.com,9.13E+11,F,24,3/30/2022,Pune,Rajasthan,India,78690.99,"0 Children"
379f8b31_ayes0051202304,Ayesha,Rahman,ayesha.rahman11@gmail.com,8.80E+11,Other,38,4/19/2023,Dhaka,Sylhet,Bangladesh,43986.41,"0 Children"
37a3ddbe_hans2179202312,Hans,MÃ¼ller,hans.mÃ¼ller6@gmail.com,4.95E+11,M,20,12/3/2023,Hamburg,Berlin,Germany,141306.22,"1 or More Children"
37e50cc4_moni3491202309,Monika,Hoffmann,monika.hoffmann4@gmail.com,5.00E+11,F,37,9/1/2023,Stuttgart,Rhineland-Palatinate,Germany,38229.62,"Not Married"
384df99c_mart4601202309,Martina,Greco,martina.greco7@gmail.com,3.99E+11,Other,39,9/17/2023,Milan,Campania,Italy,45579.70,"0 Children"
393d7829_isla9845202201,Isla,Thompson,isla.thompson7@gmail.com,6115989845,Other,61,1/29/2022,Brisbane,Queensland,Australia,25878.25,"1 or More Children"
394d5be2_andr3574202206,Andrea,Colombo,andrea.colombo10@gmail.com,3.92E+11,M,55,6/7/2022,Palermo,Campania,Italy,65418.82,"0 Children"
39751cb6_luca4050202307,Luca,Bianchi,luca.bianchi2@gmail.com,3.90E+11,Other,48,7/3/2023,Genoa,Piedmont,Italy,52737.15,"Not Married"
3adc9cff_oliv5346202303,Oliver,Brown,oliver.brown4@gmail.com,6154445346,M,24,3/13/2023,Wollongong,"New South Wales",Australia,54261.68,"0 Children"
3b6f0967_giul0184202303,Giulia,Esposito,giulia.esposito10@gmail.com,3.94E+11,F,59,3/31/2023,Turin,Lazio,Italy,74456.56,"1 or More Children"
3b73a04c_xin.6265202203,Xin,Koh,xin.koh5@gmail.com,6521036265,Other,31,3/15/2022,Singapore,Singapore,Singapore,73546.63,"0 Children"
3b8a9ba9_liam8120202211,Liam,Martin,liam.martin12@gmail.com,13685558120,M,27,11/30/2022,Calgary,"Nova Scotia",Canada,126589.23,"0 Children"
3ba7ab2a_tahm6145202209,Tahmina,Chowdhury,tahmina.chowdhury5@gmail.com,8.80E+11,F,64,9/15/2022,Khulna,Mymensingh,Bangladesh,64277.56,"0 Children"
3be4a252_saku1600202203,Sakura,Tanaka,sakura.tanaka3@gmail.com,8.10E+11,F,60,3/23/2022,Sapporo,Kanagawa,Japan,20171.80,"0 Children"
3c2830c8_haru8265202204,Haruto,Takahashi,haruto.takahashi13@gmail.com,8.10E+11,Other,49,4/26/2022,Osaka,Osaka,Japan,117551.85,"0 Children"
3c28c145_amel7089202312,Amelia,Martin,amelia.martin3@gmail.com,6107517089,M,52,12/15/2023,Wollongong,Victoria,Australia,50263.52,"Not Married"
3cc75c72_moni1260202208,Monika,Hoffmann,monika.hoffmann6@gmail.com,4.95E+11,M,55,8/2/2022,Munich,Berlin,Germany,69729.81,"Not Married"
3d671e49_benj4970202206,Benjamin,Taylor,benjamin.taylor2@gmail.com,13200724970,Other,60,6/3/2022,Kitchener,"Nova Scotia",Canada,110557.85,"1 or More Children"
3de59180_wei.4171202307,Wei,Tan,wei.tan@gmail.com,6519094171,F,56,7/5/2023,Singapore,Singapore,Singapore,148055.66,"Not Married"
3df8e363_mia.0382202309,Mia,Martinez,mia.martinez6@gmail.com,11006090382,M,27,9/8/2023,"San Antonio",Ohio,USA,112651.35,"1 or More Children"
3e81ba82_oliv6311202306,Oliver,Johnson,oliver.johnson10@gmail.com,15741436311,F,33,6/17/2023,Kitchener,Saskatchewan,Canada,55760.63,"1 or More Children"
3f1a283e_ava.7734202204,Ava,Harris,ava.harris12@gmail.com,6105157734,M,35,4/2/2022,Sydney,Victoria,Australia,126810.16,"0 Children"
3f68e582_andr1200202308,Andrea,Colombo,andrea.colombo13@gmail.com,3.92E+11,Other,59,8/24/2023,Naples,Piedmont,Italy,125968.76,"Not Married"
3f7e277f_oliv9562202202,Oliver,Johnson,oliver.johnson7@gmail.com,10262459562,F,46,2/25/2022,Montreal,Alberta,Canada,139073.48,"0 Children"
3fb3a7eb_ursu9268202308,Ursula,Meyer,ursula.meyer2@gmail.com,4.91E+11,F,48,8/3/2023,Essen,Baden-WÃ¼rttemberg,Germany,42226.81,"Not Married"
3fce2d99_li.t8187202205,Li,Teo,li.teo4@gmail.com,6537158187,F,26,5/23/2022,Singapore,Singapore,Singapore,145875.11,"1 or More Children"
3fecacb5_sofi4839202306,Sofia,Russo,sofia.russo11@gmail.com,4.00E+11,Other,58,6/6/2023,Milan,Tuscany,Italy,123528.88,"Not Married"
40036ef5_hiro7627202203,Hiroshi,Sato,hiroshi.sato7@gmail.com,8.15E+11,Other,20,3/30/2022,Sendai,Kyoto,Japan,131861.53,"1 or More Children"
407b6352_vikr2148202206,Vikram,Yadav,vikram.yadav3@gmail.com,9.13E+11,F,64,6/18/2022,Surat,Telangana,India,84903.09,"Not Married"
41cc503c_ayes9526202310,Ayesha,Rahman,ayesha.rahman3@gmail.com,8.80E+11,Other,53,10/5/2023,Dhaka,Barisal,Bangladesh,109524.53,"0 Children"
41e840d9_kama4893202311,Kamal,Bhuiyan,kamal.bhuiyan6@gmail.com,8.80E+11,F,64,11/30/2023,Narayanganj,Khulna,Bangladesh,23564.61,"1 or More Children"
4207e019_yuki2040202202,Yuki,Suzuki,yuki.suzuki3@gmail.com,8.10E+11,M,34,2/27/2022,Tokyo,Fukuoka,Japan,79639.82,"0 Children"
428a30e7_soph4727202311,Sophia,Garcia,sophia.garcia4@gmail.com,12828204727,F,35,11/7/2023,"New York",Florida,USA,121210.78,"Not Married"
42e5e9b9_noah0748202201,Noah,Wilson,noah.wilson8@gmail.com,18268480748,F,22,1/13/2022,Edmonton,"British Columbia",Canada,133180.20,"0 Children"
43264630_sota7825202206,Sota,Kobayashi,sota.kobayashi2@gmail.com,8.11E+11,F,48,6/14/2022,Sendai,Osaka,Japan,87833.59,"0 Children"
436c26a2_sabi9233202304,Sabine,Becker,sabine.becker@gmail.com,5.00E+11,F,60,4/2/2023,Essen,Baden-WÃ¼rttemberg,Germany,99006.65,"1 or More Children"
43b145ce_sofi1483202212,Sofia,Russo,sofia.russo12@gmail.com,3.92E+11,M,27,12/14/2022,Rome,Tuscany,Italy,132046.19,"0 Children"
43d2efc2_thom9683202208,Thomas,Anderson,thomas.anderson@gmail.com,6157469683,Other,52,8/10/2022,Wollongong,Queensland,Australia,52887.19,"1 or More Children"
44176393_gius6009202204,Giuseppe,Rossi,giuseppe.rossi2@gmail.com,3.91E+11,M,25,4/11/2022,Rome,Veneto,Italy,60186.03,"Not Married"
444f6345_xin.5824202203,Xin,Koh,xin.koh6@gmail.com,6566025824,Other,61,3/15/2022,Singapore,Singapore,Singapore,135940.51,"0 Children"
445ecd8b_sabi0369202301,Sabine,Becker,sabine.becker2@gmail.com,4.98E+11,Other,29,1/23/2023,Dortmund,Bavaria,Germany,101261.00,"0 Children"
44601152_priy1007202209,Priya,Singh,priya.singh14@gmail.com,9.19E+11,M,21,9/11/2022,Hyderabad,Rajasthan,India,140444.52,"0 Children"
44b8a556_emma0813202212,Emma,Johnson,emma.johnson3@gmail.com,14105450813,F,65,12/25/2022,Chicago,"New York",USA,22199.76,"Not Married"
44c118ed_jaha7140202310,Jahanara,Akhtar,jahanara.akhtar@gmail.com,8.80E+11,F,25,10/2/2023,Barisal,Dhaka,Bangladesh,134106.18,"1 or More Children"
44c18f49_andr0831202204,Andreas,Schulz,andreas.schulz@gmail.com,4.98E+11,F,62,4/23/2022,Stuttgart,Bavaria,Germany,65300.22,"1 or More Children"
451112fb_wei.9413202305,Wei,Tan,wei.tan4@gmail.com,6536119413,F,62,5/12/2023,Singapore,Singapore,Singapore,137528.73,"Not Married"
45854987_noah9267202304,Noah,Smith,noah.smith8@gmail.com,6188559267,Other,54,4/11/2023,Adelaide,"Western Australia",Australia,41272.70,"Not Married"
45aeac62_haru2031202210,Haruto,Takahashi,haruto.takahashi10@gmail.com,8.20E+11,M,33,10/20/2022,Osaka,Hiroshima,Japan,67315.49,"0 Children"
45ef161e_noah3610202301,Noah,Smith,noah.smith2@gmail.com,6126063610,F,36,1/20/2023,Canberra,"Northern Territory",Australia,27279.63,"Not Married"
46143519_andr9683202212,Andrea,Colombo,andrea.colombo11@gmail.com,3.94E+11,M,29,12/27/2022,Venice,Emilia-Romagna,Italy,78186.22,"1 or More Children"
464363cd_chia8208202309,Chiara,Ricci,chiara.ricci6@gmail.com,3.92E+11,M,65,9/10/2023,Genoa,Piedmont,Italy,102975.29,"Not Married"
46c1b49a_char0484202211,Charlotte,Taylor,charlotte.taylor5@gmail.com,6137760484,F,64,11/14/2022,Sydney,Queensland,Australia,107742.71,"0 Children"
46c26d2c_marc2231202301,Marco,Ferrari,marco.ferrari7@gmail.com,3.91E+11,F,61,1/23/2023,Florence,Lazio,Italy,84756.46,"1 or More Children"
46eb473f_moni0730202212,Monika,Hoffmann,monika.hoffmann9@gmail.com,4.90E+11,F,24,12/3/2022,DÃ¼sseldorf,"North Rhine-Westphalia",Germany,125023.97,"0 Children"
472985c2_kait6077202209,Kaito,Yamamoto,kaito.yamamoto4@gmail.com,8.14E+11,M,65,9/16/2022,Tokyo,Kanagawa,Japan,61085.02,"1 or More Children"
473dff37_haru3613202301,Haruto,Takahashi,haruto.takahashi2@gmail.com,8.13E+11,F,31,1/11/2023,Sendai,Tokyo,Japan,127207.47,"0 Children"
479bc95f_amel0065202308,Amelia,White,amelia.white7@gmail.com,10375290065,F,38,8/2/2023,Winnipeg,Ontario,Canada,92971.90,"0 Children"
47b0f76c_yan.9127202312,Yan,Goh,yan.goh4@gmail.com,6523649127,F,49,12/15/2023,Singapore,Singapore,Singapore,115924.57,"Not Married"
4819e9dc_vikr7812202307,Vikram,Yadav,vikram.yadav8@gmail.com,9.15E+11,Other,57,7/31/2023,Chennai,Gujarat,India,142350.40,"0 Children"
48e43801_gius5978202310,Giuseppe,Rossi,giuseppe.rossi11@gmail.com,3.90E+11,F,30,10/19/2023,Palermo,Tuscany,Italy,109376.94,"Not Married"
491f0bcf_rahi0491202209,Rahim,Ali,rahim.ali11@gmail.com,8.80E+11,F,22,9/18/2022,Narayanganj,Rajshahi,Bangladesh,89203.06,"1 or More Children"
492ebc1f_ayes7605202304,Ayesha,Rahman,ayesha.rahman2@gmail.com,8.80E+11,M,39,4/19/2023,Rajshahi,Chittagong,Bangladesh,45899.24,"0 Children"
49322f2d_isab9209202207,Isabella,Clark,isabella.clark@gmail.com,16436699209,Other,30,7/21/2022,Winnipeg,"New Brunswick",Canada,110468.50,"Not Married"
495ad5ea_ling4012202204,Ling,Wong,ling.wong16@gmail.com,6525264012,F,38,4/19/2022,Singapore,Singapore,Singapore,120437.33,"Not Married"
4a10c737_jaha1654202308,Jahanara,Akhtar,jahanara.akhtar6@gmail.com,8.80E+11,F,64,8/31/2023,Dhaka,Mymensingh,Bangladesh,119929.50,"1 or More Children"
4a5aaec3_vikr3109202308,Vikram,Yadav,vikram.yadav10@gmail.com,9.13E+11,F,42,8/31/2023,Surat,Karnataka,India,109808.37,"1 or More Children"
4b93dd9e_sabi9380202305,Sabine,Becker,sabine.becker12@gmail.com,4.94E+11,Other,25,5/20/2023,Munich,"North Rhine-Westphalia",Germany,65039.20,"0 Children"
4bac8705_saku4402202201,Sakura,Tanaka,sakura.tanaka7@gmail.com,8.14E+11,M,24,1/12/2022,Fukuoka,Kanagawa,Japan,135390.50,"0 Children"
4be2316d_gius0110202307,Giuseppe,Rossi,giuseppe.rossi3@gmail.com,3.92E+11,M,53,7/8/2023,Milan,Lombardy,Italy,127297.69,"0 Children"
4c4d3899_ling0626202209,Ling,Wong,ling.wong8@gmail.com,6572340626,F,52,9/29/2022,Singapore,Singapore,Singapore,119501.78,"1 or More Children"
4c4f211e_ava.1449202305,Ava,Davis,ava.davis2@gmail.com,13581671449,Other,36,5/12/2023,Philadelphia,Georgia,USA,149193.37,"0 Children"
4d0b20bc_priy9531202212,Priya,Singh,priya.singh17@gmail.com,9.13E+11,Other,41,12/31/2022,Ahmedabad,"Tamil Nadu",India,35153.98,"1 or More Children"
4d2de0bd_haru2747202202,Haruto,Takahashi,haruto.takahashi17@gmail.com,8.16E+11,Other,38,2/20/2022,Hiroshima,Aichi,Japan,56424.46,"0 Children"
4d2ee361_xin.8504202307,Xin,Koh,xin.koh7@gmail.com,6549128504,Other,52,7/11/2023,Singapore,Singapore,Singapore,133513.28,"Not Married"
4d622a79_hina8924202207,Hina,Nakamura,hina.nakamura4@gmail.com,8.13E+11,M,22,7/10/2022,Sendai,Tokyo,Japan,52760.46,"0 Children"
4d6d4619_jame6020202210,James,Jones,james.jones7@gmail.com,15149886020,Other,26,10/6/2022,Houston,Illinois,USA,38896.79,"0 Children"
4daabb7f_ling1528202201,Ling,Wong,ling.wong3@gmail.com,6574181528,M,29,1/1/2022,Singapore,Singapore,Singapore,142727.65,"Not Married"
4db4762d_oliv2361202206,Oliver,Johnson,oliver.johnson6@gmail.com,12753632361,F,51,6/22/2022,Winnipeg,Ontario,Canada,129525.85,"1 or More Children"
4e4f806e_aoi.4127202312,Aoi,Ito,aoi.ito2@gmail.com,8.20E+11,M,63,12/18/2023,Nagoya,Osaka,Japan,72265.23,"0 Children"
4f526f38_rahi9853202305,Rahim,Ali,rahim.ali12@gmail.com,8.80E+11,M,30,5/29/2023,Chittagong,Rangpur,Bangladesh,34388.09,"Not Married"
4f87bf84_amel7065202310,Amelia,White,amelia.white8@gmail.com,16571327065,Other,26,10/15/2023,Hamilton,"British Columbia",Canada,55079.04,"1 or More Children"
4f8cf9d0_giul9088202208,Giulia,Esposito,giulia.esposito11@gmail.com,3.93E+11,F,49,8/23/2022,Florence,Campania,Italy,100832.46,"1 or More Children"
4fa32520_jame1949202305,James,Jones,james.jones5@gmail.com,18238581949,F,59,5/13/2023,"Los Angeles",Florida,USA,46164.84,"Not Married"
4fdaf31e_haru7671202305,Haruto,Takahashi,haruto.takahashi6@gmail.com,8.18E+11,F,61,5/27/2023,Tokyo,Osaka,Japan,111922.24,"Not Married"
4fdd0ebd_will5077202304,William,White,william.white3@gmail.com,6179145077,M,26,4/23/2023,Brisbane,"South Australia",Australia,87945.45,"Not Married"
50014fa0_vikr2636202309,Vikram,Yadav,vikram.yadav7@gmail.com,9.11E+11,Other,60,9/4/2023,Chennai,Karnataka,India,57560.32,"Not Married"
507ad135_jame2408202202,James,Jones,james.jones@gmail.com,10304662408,M,49,2/21/2022,"San Jose",Florida,USA,65523.03,"1 or More Children"
508348b0_isla8618202207,Isla,Thompson,isla.thompson10@gmail.com,6163328618,Other,18,7/15/2022,Newcastle,Tasmania,Australia,36192.85,"1 or More Children"
50e48186_jaha5685202311,Jahanara,Akhtar,jahanara.akhtar3@gmail.com,8.80E+11,Other,53,11/14/2023,Narayanganj,Chittagong,Bangladesh,137034.93,"1 or More Children"
51099721_neha3040202309,Neha,Verma,neha.verma8@gmail.com,9.13E+11,F,25,9/17/2023,Kolkata,Telangana,India,137954.37,"Not Married"
51616762_thom2104202307,Thomas,Wagner,thomas.wagner3@gmail.com,4.97E+11,F,39,7/13/2023,Dortmund,Hamburg,Germany,139021.85,"0 Children"
51745910_soni0994202212,Sonia,Jha,sonia.jha8@gmail.com,9.16E+11,Other,53,12/4/2022,Bangalore,Rajasthan,India,94234.34,"0 Children"
51d9f5d7_chia8989202207,Chiara,Ricci,chiara.ricci3@gmail.com,3.93E+11,Other,64,7/6/2022,Venice,Lombardy,Italy,130397.20,"1 or More Children"
51e01622_fati6398202207,Fatima,Hossain,fatima.hossain9@gmail.com,8.80E+11,M,63,7/22/2022,Barisal,Sylhet,Bangladesh,47087.84,"Not Married"
51f18ea8_liam9859202201,Liam,Martin,liam.martin8@gmail.com,19635939859,F,63,1/25/2022,Winnipeg,"British Columbia",Canada,20278.28,"1 or More Children"
523d58d5_fran0458202204,Francesco,Marino,francesco.marino@gmail.com,3.93E+11,M,22,4/28/2022,Verona,Lazio,Italy,138920.00,"1 or More Children"
526acfd4_rahi2567202310,Rahim,Ali,rahim.ali13@gmail.com,8.80E+11,F,54,10/26/2023,Khulna,Sylhet,Bangladesh,66784.90,"1 or More Children"
528fe571_yuki5879202205,Yuki,Suzuki,yuki.suzuki6@gmail.com,8.13E+11,M,31,5/19/2022,Sendai,Tokyo,Japan,44519.40,"0 Children"
52b3c553_emma0346202209,Emma,Johnson,emma.johnson10@gmail.com,13451370346,M,41,9/21/2022,Phoenix,Georgia,USA,63661.76,"Not Married"
52b42d2f_ayes5669202209,Ayesha,Rahman,ayesha.rahman16@gmail.com,8.80E+11,Other,38,9/5/2022,Comilla,Barisal,Bangladesh,20658.59,"0 Children"
52c6fd09_mart7870202206,Martina,Greco,martina.greco12@gmail.com,3.95E+11,Other,46,6/24/2022,Bologna,Sicily,Italy,94001.88,"1 or More Children"
53048ac2_jun.0386202310,Jun,Lee,jun.lee6@gmail.com,6520270386,Other,49,10/23/2023,Singapore,Singapore,Singapore,74249.33,"1 or More Children"
5341ef4f_ava.5346202201,Ava,Davis,ava.davis4@gmail.com,16718045346,M,18,1/18/2022,"Los Angeles",Illinois,USA,40160.08,"1 or More Children"
536933f7_tahm8862202302,Tahmina,Chowdhury,tahmina.chowdhury6@gmail.com,8.80E+11,Other,25,2/15/2023,Chittagong,Sylhet,Bangladesh,86705.25,"1 or More Children"
5388e31c_anja7139202301,Anjali,Sharma,anjali.sharma2@gmail.com,9.13E+11,M,38,1/20/2023,Surat,"West Bengal",India,101428.08,"Not Married"
53901310_gius4534202202,Giuseppe,Rossi,giuseppe.rossi6@gmail.com,3.94E+11,Other,23,2/12/2022,Palermo,Campania,Italy,112494.85,"0 Children"
541544e4_mich4124202308,Michael,Williams,michael.williams3@gmail.com,13291824124,M,50,8/10/2023,"San Antonio",Georgia,USA,147814.01,"Not Married"
541b2fc5_emma2560202302,Emma,Johnson,emma.johnson7@gmail.com,18280362560,M,45,2/8/2023,Dallas,Pennsylvania,USA,41471.04,"1 or More Children"
54d18d70_anna8784202203,Anna,Schmidt,anna.schmidt4@gmail.com,4.98E+11,F,38,3/4/2022,Munich,Hesse,Germany,44073.77,"Not Married"
54f22cc1_andr7918202310,Andrea,Colombo,andrea.colombo6@gmail.com,3.98E+11,F,38,10/20/2023,Venice,Lazio,Italy,83446.86,"0 Children"
56931924_mich3240202301,Michael,Williams,michael.williams7@gmail.com,10657433240,Other,44,1/19/2023,Phoenix,Pennsylvania,USA,80117.50,"Not Married"
56f4cc4a_sofi5043202205,Sofia,Russo,sofia.russo10@gmail.com,3.95E+11,Other,46,5/18/2022,Florence,Piedmont,Italy,38943.77,"1 or More Children"
57409981_thom5264202212,Thomas,Wagner,thomas.wagner14@gmail.com,4.95E+11,M,32,12/27/2022,Essen,Berlin,Germany,63757.17,"Not Married"
575741c9_noah5813202212,Noah,Wilson,noah.wilson9@gmail.com,18486725813,Other,51,12/25/2022,Hamilton,"New Brunswick",Canada,58141.82,"1 or More Children"
57a4a685_moni7332202301,Monika,Hoffmann,monika.hoffmann5@gmail.com,4.93E+11,Other,30,1/7/2023,DÃ¼sseldorf,Baden-WÃ¼rttemberg,Germany,66233.03,"Not Married"
58400332_ayes3042202306,Ayesha,Rahman,ayesha.rahman6@gmail.com,8.80E+11,M,20,6/13/2023,Rajshahi,Chittagong,Bangladesh,41658.62,"0 Children"
585a9a08_neha5765202211,Neha,Verma,neha.verma3@gmail.com,9.16E+11,Other,59,11/24/2022,Chennai,Karnataka,India,93806.84,"1 or More Children"
588cae8d_sabi4106202201,Sabine,Becker,sabine.becker9@gmail.com,4.91E+11,M,21,1/23/2022,Munich,Hesse,Germany,57794.56,"1 or More Children"
593a3053_kait0365202212,Kaito,Yamamoto,kaito.yamamoto6@gmail.com,8.18E+11,Other,51,12/30/2022,Fukuoka,Hiroshima,Japan,79792.23,"1 or More Children"
59a295a6_isab3007202311,Isabella,Clark,isabella.clark6@gmail.com,13544103007,M,55,11/15/2023,Vancouver,Quebec,Canada,91187.69,"Not Married"
59e1aa07_wei.7464202206,Wei,Tan,wei.tan13@gmail.com,6545517464,Other,51,6/22/2022,Singapore,Singapore,Singapore,81326.19,"Not Married"
5a0381bb_mia.8897202302,Mia,Brown,mia.brown14@gmail.com,18041448897,Other,29,2/25/2023,"Quebec City","Nova Scotia",Canada,137281.82,"Not Married"
5a41426d_kavi6654202201,Kavita,Malik,kavita.malik8@gmail.com,9.16E+11,F,24,1/30/2022,Bangalore,Delhi,India,109884.28,"Not Married"
5a804d82_chia4601202203,Chiara,Ricci,chiara.ricci7@gmail.com,3.96E+11,Other,60,3/11/2022,Turin,Emilia-Romagna,Italy,109015.61,"1 or More Children"
5aa268f6_will8031202305,William,White,william.white8@gmail.com,6149678031,Other,22,5/18/2023,Sydney,Victoria,Australia,49796.36,"Not Married"
5af8a5d8_hui.6826202309,Hui,Chua,hui.chua@gmail.com,6571426826,Other,45,9/13/2023,Singapore,Singapore,Singapore,104909.71,"1 or More Children"
5b48eeb0_kama6823202310,Kamal,Bhuiyan,kamal.bhuiyan9@gmail.com,8.80E+11,M,18,10/9/2023,Rajshahi,Rajshahi,Bangladesh,118119.31,"0 Children"
5beadd5f_jun.6543202308,Jun,Lee,jun.lee3@gmail.com,6569806543,M,61,8/7/2023,Singapore,Singapore,Singapore,123106.29,"1 or More Children"
5becdf6e_sota8497202212,Sota,Kobayashi,sota.kobayashi7@gmail.com,8.14E+11,F,54,12/16/2022,Yokohama,Fukuoka,Japan,116628.78,"0 Children"
5c90d7cd_jack7207202210,Jack,Jones,jack.jones12@gmail.com,6196607207,M,22,10/20/2022,Perth,"South Australia",Australia,37775.50,"Not Married"
5ccd09bc_thom1764202304,Thomas,Wagner,thomas.wagner5@gmail.com,4.94E+11,Other,33,4/29/2023,Hamburg,Hamburg,Germany,74661.49,"1 or More Children"
5cd2b8ea_andr8260202307,Andreas,Schulz,andreas.schulz5@gmail.com,4.97E+11,F,45,7/8/2023,Dortmund,"North Rhine-Westphalia",Germany,96553.15,"0 Children"
5cfc2dc1_jun.9084202205,Jun,Lee,jun.lee9@gmail.com,6538829084,F,51,5/17/2022,Singapore,Singapore,Singapore,112252.89,"1 or More Children"
5da3eabe_will0173202208,William,White,william.white5@gmail.com,6109110173,F,42,8/12/2022,Melbourne,"Western Australia",Australia,51809.63,"Not Married"
5dc25e8c_benj0114202212,Benjamin,Taylor,benjamin.taylor4@gmail.com,18182880114,F,27,12/3/2022,Vancouver,"Nova Scotia",Canada,146226.88,"0 Children"
5dd333bf_jack2723202205,Jack,Jones,jack.jones5@gmail.com,6153582723,M,36,5/17/2022,Brisbane,"Australian Capital Territory",Australia,132857.32,"Not Married"
5df80ba1_ayes6066202307,Ayesha,Rahman,ayesha.rahman5@gmail.com,8.80E+11,M,44,7/15/2023,Mymensingh,Sylhet,Bangladesh,107677.46,"0 Children"
5e1b61c9_hina0405202208,Hina,Nakamura,hina.nakamura3@gmail.com,8.17E+11,Other,40,8/28/2022,Nagoya,Kanagawa,Japan,56894.11,"1 or More Children"
5e3b005b_priy4951202211,Priya,Singh,priya.singh7@gmail.com,9.10E+11,Other,24,11/2/2022,Pune,Delhi,India,131251.40,"0 Children"
5ee087a6_char8859202212,Charlotte,Taylor,charlotte.taylor8@gmail.com,6138518859,F,44,12/11/2022,Hobart,"Australian Capital Territory",Australia,103520.16,"1 or More Children"
5f3e8f13_sabi3243202206,Sabine,Becker,sabine.becker3@gmail.com,4.93E+11,F,23,6/21/2022,Hamburg,Hesse,Germany,23800.76,"Not Married"
601368e1_ling6383202303,Ling,Wong,ling.wong@gmail.com,6573856383,M,30,3/18/2023,Singapore,Singapore,Singapore,113233.48,"Not Married"
606277b3_anna6099202202,Anna,Schmidt,anna.schmidt2@gmail.com,4.93E+11,M,56,2/8/2022,Dortmund,Hesse,Germany,43908.92,"1 or More Children"
60a74370_wei.3670202311,Wei,Tan,wei.tan8@gmail.com,6517513670,Other,27,11/1/2023,Singapore,Singapore,Singapore,93896.03,"0 Children"
61866e72_mia.6879202306,Mia,Brown,mia.brown13@gmail.com,15950726879,F,44,6/10/2023,Edmonton,Ontario,Canada,64981.06,"1 or More Children"
